GioiTinh,DoTuoi,HocVan,ThamNien,ThuNhap,TL1,TL2,TL3,TL4,DT1,DT2,DT3,DT4,DT5,LD1,LD2,LD3,LD6,DN1,DN2,DN3,CV1,CV2,CV3,CV4,CV5,DK1,DK2,DK3,DK4,HL1,HL2,HL3
Nam,Trên 45 tuổi,Đại học,Trên 5 năm,Từ 20 triệu trở lên,5,3,4,4,3,4,3,2,2,5,5,4,4,5,4,5,5,4,4,5,5,2,3,4,3,4,4,4
Nữ,Từ 26 - 35 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,3,4,3,4,4,4,4,3,3,5,4,4,5,4,4,4,4,3,3,2,2,3,4,3,4,3,4,3
Nam,Từ 26 - 35 tuổi,Đại học,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,3,3,4,3,2,3,3,2,2,5,4,4,5,4,4,4,5,4,3,3,3,2,3,2,2,3,3,3
Nam,Từ 18 - 25 tuổi,Đại học,Dưới 1 năm,Dưới 10 triệu,3,2,2,4,3,4,4,2,2,4,5,3,5,4,3,4,5,4,4,4,3,3,4,5,4,4,4,4
Nữ,Từ 26 - 35 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,4,4,4,4,4,4,3,2,2,3,3,4,3,3,2,3,4,2,2,3,1,3,4,5,3,3,3,3
Nữ,Từ 36 - 45 tuổi,Đại học,Từ 3 - 5 năm,Từ 20 triệu trở lên,4,3,3,4,4,3,4,2,2,5,4,5,5,5,4,5,2,3,3,3,2,3,3,3,4,3,3,3
Nữ,Trên 45 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,5,3,3,4,4,5,4,3,5,4,5,4,4,5,4,4,5,4,3,4,3,4,5,5,5,4,4,4
Nữ,Từ 26 - 35 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,5,3,3,4,3,4,2,1,1,3,3,2,2,4,3,3,4,3,3,3,2,2,3,4,3,3,2,3
Nam,Từ 26 - 35 tuổi,Cao đẳng,Trên 5 năm,Từ 15 – dưới 20 triệu,4,4,4,5,4,5,3,2,4,4,5,4,5,4,4,5,5,4,3,4,2,4,3,5,4,4,4,4
Nữ,Từ 18 - 25 tuổi,Cao đẳng,Dưới 1 năm,Từ 10 – dưới 15 triệu,5,4,5,5,4,5,4,2,2,3,5,4,3,5,5,4,5,4,4,4,3,3,4,5,5,4,4,4
Nam,Trên 45 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,5,3,4,5,3,4,4,3,2,5,5,4,5,5,3,5,4,4,4,4,4,4,5,4,3,4,4,4
Nữ,Từ 36 - 45 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,4,4,4,5,4,4,3,3,2,4,5,5,5,5,4,3,4,4,4,3,2,3,3,5,4,3,4,4
Nam,Từ 26 - 35 tuổi,Cao đẳng,Trên 5 năm,Từ 15 – dưới 20 triệu,4,4,4,5,3,5,4,2,2,4,5,4,4,5,5,4,5,3,4,3,2,5,4,5,3,3,4,3
Nam,Từ 18 - 25 tuổi,Cao đẳng,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,4,3,4,4,3,5,3,3,3,3,4,4,3,3,3,2,3,3,3,3,3,2,3,4,4,3,3,3
Nam,Từ 18 - 25 tuổi,Đại học,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,4,4,3,4,3,4,3,1,2,3,4,3,4,4,4,5,2,2,1,1,1,2,4,4,3,3,2,3
Nữ,Từ 26 - 35 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,4,4,4,4,4,5,3,2,2,4,4,4,3,3,3,5,5,4,3,3,3,4,3,5,5,3,4,3
Nam,Từ 26 - 35 tuổi,Đại học,Từ 1 - 3 năm,Từ 15 – dưới 20 triệu,5,3,3,5,4,5,4,4,4,5,5,5,4,5,4,5,4,3,4,4,2,4,4,5,5,4,4,4
Nữ,Từ 26 - 35 tuổi,Đại học,Dưới 1 năm,Từ 10 – dưới 15 triệu,5,4,4,4,3,5,3,2,2,5,4,3,5,4,3,3,2,1,1,2,1,1,5,3,2,3,3,3
Nữ,Từ 18 - 25 tuổi,Cao đẳng,Từ 1 - 3 năm,Dưới 10 triệu,4,2,3,2,2,4,2,2,2,5,5,4,5,5,3,5,5,4,4,3,2,2,3,3,4,3,3,3
Nữ,Từ 36 - 45 tuổi,Đại học,Từ 3 - 5 năm,Từ 20 triệu trở lên,4,4,4,5,4,3,4,2,2,3,5,4,4,5,5,5,4,3,4,3,2,3,4,4,4,4,4,4
Nam,Từ 18 - 25 tuổi,Đại học,Dưới 1 năm,Từ 10 – dưới 15 triệu,3,3,2,2,2,2,1,2,1,2,1,3,3,5,4,3,3,4,3,4,2,2,5,2,3,2,2,2
Nữ,Trên 45 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,5,5,5,5,5,5,5,4,3,5,5,4,4,4,5,5,4,3,4,4,2,5,3,4,4,4,2,2
Nữ,Từ 26 - 35 tuổi,Đại học,Từ 1 - 3 năm,Từ 15 – dưới 20 triệu,5,4,4,5,4,5,4,3,2,5,5,3,4,4,4,5,4,4,4,4,3,4,4,4,5,2,4,2
Nữ,Từ 36 - 45 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,3,2,2,2,3,5,4,2,4,5,5,5,4,3,4,4,5,5,4,5,4,3,3,5,4,4,4,4
Nữ,Từ 18 - 25 tuổi,Cao đẳng,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,3,2,3,3,3,5,4,4,3,3,5,4,3,5,4,5,4,3,3,3,2,5,4,4,5,4,3,4
Nữ,Từ 26 - 35 tuổi,Cao đẳng,Trên 5 năm,Từ 15 – dưới 20 triệu,3,4,3,5,4,4,3,2,2,5,5,4,4,4,3,4,4,5,5,4,3,2,3,5,4,4,4,4
Nữ,Từ 26 - 35 tuổi,Cao đẳng,Từ 3 - 5 năm,Từ 10 – dưới 15 triệu,5,4,4,5,3,4,2,1,2,2,3,3,3,3,4,4,2,2,1,1,1,1,2,2,4,2,2,2
Nữ,Từ 18 - 25 tuổi,Đại học,Từ 1 - 3 năm,Dưới 10 triệu,5,3,4,4,3,4,3,2,3,4,5,4,4,5,4,5,2,2,3,2,2,3,4,4,5,4,3,3
Nam,Từ 36 - 45 tuổi,Trên đại học,Từ 3 - 5 năm,Từ 20 triệu trở lên,4,3,4,4,2,3,2,1,1,3,4,4,4,4,2,4,4,3,4,3,3,4,3,5,4,3,4,3
Nữ,Từ 36 - 45 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,2,3,3,2,3,3,4,2,3,4,5,4,4,4,4,4,4,4,4,3,2,2,3,5,4,3,3,3
Nam,Từ 18 - 25 tuổi,Đại học,Dưới 1 năm,Dưới 10 triệu,4,4,3,3,2,3,2,1,2,2,2,3,3,4,2,3,2,2,2,3,1,1,2,4,3,2,2,2
Nữ,Từ 18 - 25 tuổi,Cao đẳng,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,3,2,2,2,4,4,3,4,3,5,5,5,3,5,4,4,3,3,3,2,2,3,4,4,4,3,4,3
Nữ,Từ 26 - 35 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,3,3,2,2,2,3,3,1,2,5,5,4,4,5,5,5,4,3,3,4,2,3,3,5,5,3,3,3
Nữ,Từ 18 - 25 tuổi,Đại học,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,3,3,2,4,3,3,2,1,1,5,5,5,4,5,4,3,4,4,3,3,2,4,5,5,5,3,3,3
Nữ,Từ 18 - 25 tuổi,Cao đẳng,Từ 1 - 3 năm,Dưới 10 triệu,3,2,3,3,2,1,2,1,1,3,3,2,2,4,4,4,4,3,3,4,2,3,3,4,2,3,3,3
Nữ,Từ 36 - 45 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,4,4,3,4,4,5,4,2,2,5,5,4,5,3,3,5,3,3,2,2,2,4,4,5,5,4,4,3
Nam,Từ 18 - 25 tuổi,Đại học,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,4,5,4,5,5,5,5,4,4,4,3,4,4,5,5,3,4,3,4,3,3,5,4,4,4,4,4,4
Nữ,Từ 36 - 45 tuổi,Đại học,Từ 3 - 5 năm,Từ 20 triệu trở lên,5,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,2,3,2,2,2,3,3,5,5,4,4,3
Nam,Trên 45 tuổi,Cao đẳng,Trên 5 năm,Từ 20 triệu trở lên,3,4,4,5,4,5,3,3,2,5,5,5,5,4,4,3,5,5,4,5,3,4,3,5,5,4,4,4
Nữ,Từ 36 - 45 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,5,3,3,4,2,4,3,1,2,4,2,2,3,5,4,4,4,4,4,4,4,5,5,5,5,4,4,4
Nam,Từ 26 - 35 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,4,4,3,4,3,4,4,3,3,3,5,3,4,4,3,3,4,3,4,4,3,3,3,5,4,4,3,4
Nam,Trên 45 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,5,4,3,5,3,4,4,2,2,4,3,5,5,3,3,3,4,4,3,4,3,4,2,3,2,4,4,4
Nam,Từ 36 - 45 tuổi,Trên đại học,Từ 3 - 5 năm,Từ 20 triệu trở lên,5,3,3,4,4,5,5,5,5,5,5,5,4,5,4,5,4,4,3,4,3,3,5,5,5,4,4,4
Nam,Trên 45 tuổi,Cao đẳng,Trên 5 năm,Từ 15 – dưới 20 triệu,4,4,3,3,3,4,3,3,2,5,5,5,4,5,4,3,5,5,5,5,3,4,4,5,5,4,5,4
Nam,Từ 26 - 35 tuổi,Cao đẳng,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,5,4,5,5,4,5,4,3,5,5,5,5,5,5,5,4,4,5,5,4,3,3,3,5,5,4,4,4
Nữ,Từ 18 - 25 tuổi,Đại học,Dưới 1 năm,Dưới 10 triệu,4,4,3,4,4,5,3,4,3,3,4,5,5,4,4,5,5,5,5,5,3,3,4,5,5,4,4,4
Nam,Từ 26 - 35 tuổi,Đại học,Dưới 1 năm,Từ 10 – dưới 15 triệu,5,3,3,4,4,4,3,4,2,2,4,2,3,4,3,3,4,4,4,3,2,1,3,3,2,3,3,3
Nữ,Từ 26 - 35 tuổi,Cao đẳng,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,4,3,2,2,3,5,4,2,2,4,5,5,4,5,3,4,4,3,4,3,2,2,3,5,5,3,3,3
Nữ,Từ 36 - 45 tuổi,Cao đẳng,Từ 3 - 5 năm,Từ 20 triệu trở lên,4,4,4,4,4,4,3,3,2,5,5,5,3,3,3,5,3,3,3,3,1,3,4,3,4,3,3,4
Nữ,Từ 18 - 25 tuổi,Đại học,Từ 1 - 3 năm,Dưới 10 triệu,4,2,2,2,2,3,2,1,1,2,3,1,2,5,4,4,4,4,4,3,2,2,4,5,4,2,2,3
Nam,Trên 45 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,4,5,5,5,4,5,5,3,3,5,5,4,4,5,3,4,5,4,4,4,2,5,5,5,5,4,5,4
Nữ,Từ 26 - 35 tuổi,Cao đẳng,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,5,4,3,4,4,3,3,3,3,2,4,3,2,5,4,5,4,2,3,2,2,2,3,4,4,3,3,3
Nam,Từ 36 - 45 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,3,1,2,1,3,4,4,3,3,2,2,2,1,4,4,5,4,3,3,3,2,1,2,3,2,2,2,2
Nữ,Từ 36 - 45 tuổi,Đại học,Trên 5 năm,Từ 20 triệu trở lên,2,3,3,4,3,4,3,3,2,4,2,2,3,5,4,4,5,4,5,4,4,3,4,4,5,3,3,3
Nữ,Từ 26 - 35 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,4,2,3,4,3,4,3,3,2,3,2,3,3,3,3,3,4,3,3,3,2,2,2,1,2,2,3,3
Nam,Từ 18 - 25 tuổi,Cao đẳng,Dưới 1 năm,Từ 10 – dưới 15 triệu,2,2,1,3,2,3,2,1,1,4,2,3,2,5,4,4,3,3,2,2,1,2,3,4,5,2,2,2
Nữ,Từ 36 - 45 tuổi,Đại học,Từ 3 - 5 năm,Từ 20 triệu trở lên,5,4,4,4,3,5,4,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,3,5,4,4,4,4
Nam,Từ 26 - 35 tuổi,Cao đẳng,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,4,3,2,3,2,4,2,2,2,5,4,3,3,3,3,3,4,3,4,3,4,1,3,4,4,3,3,3
Nữ,Từ 36 - 45 tuổi,Đại học,Từ 3 - 5 năm,Từ 20 triệu trở lên,3,2,2,4,3,4,3,2,2,5,4,4,3,5,5,5,5,4,4,3,2,3,3,4,3,3,3,3
Nam,Từ 36 - 45 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,4,3,4,4,4,4,4,3,2,4,4,5,4,4,4,5,5,4,4,4,5,4,3,4,5,3,3,3
Nữ,Từ 26 - 35 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,4,4,4,4,3,4,4,2,3,4,2,3,3,4,3,5,3,2,2,2,1,1,3,3,3,1,1,1
Nữ,Từ 26 - 35 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,5,4,3,5,3,5,4,4,4,4,3,4,3,5,5,5,3,3,4,4,2,2,4,4,5,3,3,4
Nữ,Từ 26 - 35 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,4,2,2,3,3,4,3,1,2,3,4,4,4,5,3,5,5,4,4,4,3,2,3,4,4,3,3,3
Nữ,Từ 26 - 35 tuổi,Cao đẳng,Trên 5 năm,Từ 15 – dưới 20 triệu,4,2,3,3,2,3,2,2,1,5,4,3,4,5,5,5,5,4,4,4,3,2,3,4,5,4,4,3
Nữ,Từ 18 - 25 tuổi,Đại học,Từ 1 - 3 năm,Dưới 10 triệu,5,4,4,5,3,3,3,2,2,3,5,4,3,4,3,5,3,4,3,4,3,2,3,4,3,3,4,3
Nam,Từ 26 - 35 tuổi,Cao đẳng,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,4,2,2,4,2,2,2,1,2,2,3,2,4,5,4,4,5,4,3,4,2,1,3,3,2,2,2,3
Nữ,Từ 26 - 35 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,5,4,5,5,5,4,5,3,3,5,5,4,5,5,3,3,4,3,3,3,3,4,4,5,5,4,2,4
Nữ,Trên 45 tuổi,Đại học,Trên 5 năm,Từ 20 triệu trở lên,4,3,4,5,4,5,5,4,3,5,5,5,4,3,3,3,3,2,2,3,2,4,3,5,5,3,4,4
Nữ,Từ 36 - 45 tuổi,Trên đại học,Từ 3 - 5 năm,Từ 20 triệu trở lên,5,5,4,5,4,5,5,5,4,5,4,3,3,5,3,5,3,2,2,2,1,3,4,5,4,4,3,4
Nam,Từ 26 - 35 tuổi,Đại học,Từ 3 - 5 năm,Từ 10 – dưới 15 triệu,2,3,3,4,2,3,3,1,1,3,4,4,3,4,4,4,4,3,3,4,3,3,4,5,5,3,3,3
Nữ,Từ 36 - 45 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,3,2,2,3,3,4,3,2,1,2,2,2,3,5,3,4,3,3,3,3,1,3,3,5,5,3,3,3
Nữ,Từ 18 - 25 tuổi,Đại học,Từ 1 - 3 năm,Dưới 10 triệu,1,2,2,2,2,3,2,2,2,4,3,2,3,3,2,3,3,3,4,4,3,2,4,4,3,2,2,3
Nam,Từ 36 - 45 tuổi,Cao đẳng,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,3,2,2,2,3,4,3,2,3,2,3,3,3,3,3,4,4,4,4,3,3,4,4,5,5,3,3,3
Nữ,Từ 26 - 35 tuổi,Cao đẳng,Dưới 1 năm,Từ 10 – dưới 15 triệu,5,4,3,5,3,5,3,2,3,3,5,5,5,3,3,4,4,4,3,3,3,2,3,4,3,3,3,3
Nữ,Từ 36 - 45 tuổi,Đại học,Từ 1 - 3 năm,Từ 15 – dưới 20 triệu,4,3,4,4,3,5,4,3,3,5,4,4,3,5,4,5,5,5,5,5,5,5,4,5,5,4,4,4
Nữ,Trên 45 tuổi,Cao đẳng,Trên 5 năm,Từ 15 – dưới 20 triệu,5,3,4,5,4,5,4,3,3,5,5,5,5,5,3,5,4,3,3,4,4,4,4,5,5,4,4,4
Nam,Từ 18 - 25 tuổi,Cao đẳng,Dưới 1 năm,Từ 10 – dưới 15 triệu,4,3,4,5,3,5,3,2,3,3,3,2,3,3,3,4,5,4,3,3,2,1,2,3,3,3,3,3
Nữ,Từ 26 - 35 tuổi,Đại học,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,3,2,2,3,4,4,4,2,2,2,3,2,4,4,4,5,4,4,4,4,3,5,5,5,5,4,4,3
Nam,Từ 18 - 25 tuổi,Cao đẳng,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,5,3,4,4,3,5,4,3,4,5,4,3,5,4,4,4,5,3,4,4,3,2,3,5,5,4,3,4
Nam,Trên 45 tuổi,Cao đẳng,Trên 5 năm,Từ 20 triệu trở lên,4,3,3,4,3,5,4,3,4,5,5,4,5,4,3,5,5,3,3,4,3,3,4,4,4,4,4,4
Nam,Từ 26 - 35 tuổi,Đại học,Từ 1 - 3 năm,Từ 15 – dưới 20 triệu,4,3,3,5,4,3,4,3,3,5,4,3,4,4,4,3,5,3,3,3,2,2,2,3,3,3,3,3
Nữ,Từ 26 - 35 tuổi,Đại học,Từ 3 - 5 năm,Từ 10 – dưới 15 triệu,2,3,2,4,2,3,2,1,2,5,3,4,3,5,5,5,4,4,4,3,3,2,4,5,4,3,4,3
Nữ,Từ 18 - 25 tuổi,Đại học,Dưới 1 năm,Từ 10 – dưới 15 triệu,5,3,3,4,4,3,3,3,3,2,2,2,4,5,3,4,3,3,4,3,2,1,2,2,2,3,3,3
Nữ,Từ 18 - 25 tuổi,Đại học,Dưới 1 năm,Dưới 10 triệu,5,4,3,5,3,4,4,2,2,4,5,5,4,5,4,5,4,3,4,3,3,2,3,5,5,3,4,2
Nữ,Từ 26 - 35 tuổi,Đại học,Trên 5 năm,Từ 10 – dưới 15 triệu,4,3,2,4,2,1,2,2,1,4,2,3,3,2,5,2,3,4,3,4,3,3,3,5,5,3,3,3
Nữ,Từ 26 - 35 tuổi,Đại học,Dưới 1 năm,Từ 15 – dưới 20 triệu,5,3,4,5,4,4,5,5,3,5,4,4,4,5,3,5,5,3,4,4,2,3,5,4,5,4,4,4
Nữ,Từ 18 - 25 tuổi,Đại học,Dưới 1 năm,Dưới 10 triệu,2,3,3,3,3,4,4,2,2,3,4,3,3,4,4,5,5,5,4,5,4,3,5,5,5,3,4,3
Nữ,Từ 18 - 25 tuổi,Đại học,Dưới 1 năm,Dưới 10 triệu,2,2,2,4,3,5,3,3,3,5,5,5,4,5,3,5,4,3,4,4,2,3,4,5,4,3,4,4
Nam,Từ 36 - 45 tuổi,Đại học,Trên 5 năm,Từ 20 triệu trở lên,4,2,2,2,3,4,2,2,1,4,3,4,3,4,4,4,4,4,4,4,3,2,4,5,5,3,3,4
Nữ,Từ 26 - 35 tuổi,Đại học,Từ 1 - 3 năm,Từ 15 – dưới 20 triệu,5,4,4,5,5,5,5,4,4,4,3,4,4,5,3,4,5,4,4,3,2,3,4,5,4,4,2,4
Nữ,Từ 36 - 45 tuổi,Cao đẳng,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,4,4,3,4,4,4,5,4,5,5,5,4,5,3,3,4,5,4,4,4,4,3,3,3,3,4,3,3
Nam,Trên 45 tuổi,Trên đại học,Trên 5 năm,Từ 20 triệu trở lên,4,4,4,5,4,4,3,4,4,5,5,4,4,4,4,5,3,3,4,4,2,3,5,5,5,4,4,4
Nữ,Trên 45 tuổi,Trên đại học,Dưới 1 năm,Từ 15 – dưới 20 triệu,3,1,1,3,2,1,1,1,2,3,2,3,2,1,1,2,3,3,2,2,2,3,3,5,5,2,2,2
Nam,Từ 18 - 25 tuổi,Đại học,Dưới 1 năm,Dưới 10 triệu,5,4,4,5,4,4,5,5,4,4,4,4,4,5,3,5,4,3,4,3,3,2,4,5,4,4,4,4
Nữ,Từ 26 - 35 tuổi,Đại học,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,5,4,4,4,3,4,4,2,2,3,4,5,5,4,5,5,5,4,4,5,4,3,4,5,4,4,4,4
Nữ,Từ 26 - 35 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,5,4,3,4,3,3,3,1,2,4,4,4,5,5,4,5,5,4,5,4,5,3,5,5,5,4,4,4
Nam,Từ 26 - 35 tuổi,Cao đẳng,Từ 3 - 5 năm,Từ 10 – dưới 15 triệu,3,2,2,2,2,4,2,2,2,3,4,3,3,5,4,5,5,4,4,4,2,3,3,5,5,3,3,4
Nữ,Từ 18 - 25 tuổi,Cao đẳng,Dưới 1 năm,Dưới 10 triệu,4,4,4,5,4,4,3,2,2,4,4,4,3,5,3,5,4,4,3,4,4,2,3,5,5,3,4,4
Nữ,Từ 26 - 35 tuổi,Đại học,Dưới 1 năm,Từ 10 – dưới 15 triệu,5,3,4,4,3,5,4,2,2,5,5,4,4,4,4,4,5,3,4,4,3,2,4,5,4,3,4,3
Nữ,Từ 36 - 45 tuổi,Đại học,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,5,5,4,5,4,5,3,3,4,4,4,4,5,4,4,3,4,3,2,3,1,3,4,5,3,3,4,3
Nam,Từ 18 - 25 tuổi,Đại học,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,3,2,3,3,4,4,3,2,3,2,4,4,3,3,3,5,3,3,3,3,2,3,3,4,3,3,3,3
Nữ,Từ 26 - 35 tuổi,Đại học,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,4,4,3,5,3,4,3,2,4,5,4,3,4,4,3,3,4,3,3,4,2,3,3,4,5,3,4,4
Nam,Từ 36 - 45 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,5,3,4,5,4,5,3,2,2,5,5,4,5,5,4,5,4,4,4,4,3,2,4,5,3,4,4,4
Nam,Từ 26 - 35 tuổi,Đại học,Từ 3 - 5 năm,Từ 10 – dưới 15 triệu,5,3,3,5,3,4,3,3,3,5,5,5,5,3,3,5,3,3,3,3,3,2,3,3,4,3,4,4
Nam,Từ 26 - 35 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,3,3,4,5,2,2,3,2,2,3,3,3,3,4,3,3,4,3,3,3,2,3,3,5,4,3,3,3
Nữ,Từ 26 - 35 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,3,2,2,4,4,3,3,3,2,3,2,4,3,5,3,3,5,4,4,4,2,1,2,3,2,3,3,3
Nữ,Từ 18 - 25 tuổi,Đại học,Từ 1 - 3 năm,Dưới 10 triệu,3,3,2,4,4,5,3,3,3,2,2,2,4,3,2,3,4,2,2,3,1,2,1,2,2,2,3,2
Nam,Từ 18 - 25 tuổi,Cao đẳng,Dưới 1 năm,Dưới 10 triệu,5,5,5,5,4,5,5,3,3,5,5,5,5,4,3,4,5,5,4,4,4,2,3,5,5,4,4,4
Nam,Từ 36 - 45 tuổi,Đại học,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,3,3,2,3,3,3,3,2,2,4,5,5,4,3,4,5,4,3,3,3,3,3,4,4,5,3,4,4
Nữ,Từ 18 - 25 tuổi,Đại học,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,4,3,3,2,3,3,3,2,2,5,3,4,5,4,2,2,2,1,2,2,1,3,3,4,4,2,3,2
Nữ,Từ 36 - 45 tuổi,Đại học,Từ 1 - 3 năm,Từ 20 triệu trở lên,4,4,4,5,3,4,3,3,3,4,5,5,4,3,4,4,4,5,4,4,3,2,3,5,4,4,4,3
Nam,Từ 36 - 45 tuổi,Đại học,Từ 1 - 3 năm,Từ 20 triệu trở lên,3,2,2,3,4,3,4,2,2,4,3,4,4,5,5,4,4,4,3,4,3,3,3,4,4,3,3,3
Nam,Từ 18 - 25 tuổi,Đại học,Dưới 1 năm,Dưới 10 triệu,1,2,2,1,3,3,3,2,2,4,4,2,2,2,2,3,4,3,3,3,2,1,2,3,1,2,2,2
Nữ,Từ 18 - 25 tuổi,Đại học,Dưới 1 năm,Dưới 10 triệu,5,4,4,5,2,2,3,2,1,3,2,4,3,3,2,2,3,3,3,3,2,1,3,4,4,2,2,2
Nữ,Từ 26 - 35 tuổi,Cao đẳng,Từ 3 - 5 năm,Từ 15 – dưới 20 triệu,3,3,3,2,3,4,3,3,3,5,4,4,4,4,3,4,5,4,4,5,4,2,4,5,4,3,4,3
Nữ,Từ 36 - 45 tuổi,Đại học,Trên 5 năm,Từ 15 – dưới 20 triệu,5,4,3,4,4,5,3,2,4,5,4,5,5,3,4,4,5,4,5,4,3,3,4,5,4,4,4,4
Nữ,Từ 26 - 35 tuổi,Đại học,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,4,4,3,5,2,3,1,1,1,1,3,2,2,2,2,2,5,3,4,4,3,2,2,3,3,3,2,3
Nam,Từ 18 - 25 tuổi,Đại học,Từ 1 - 3 năm,Từ 10 – dưới 15 triệu,3,3,2,3,4,5,4,4,3,4,5,4,4,5,3,5,4,4,4,4,4,3,4,5,5,3,3,4
